COUNTY,Class,Enrollment,Gender,School Category,Year,County (Centroids)
Kakamega       ,Class 6,2476,Boys,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kericho        ,Class 6,2687,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kiambu         ,Class 6,5711,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
Kilifi         ,Class 6,2472,Boys,Private School,12/31/2014 12:00:00 AM,"(-3.175732, 39.6866876)       "
Kirinyaga      ,Class 6,1994,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.5247463, 37.3198681)      "
Kisii          ,Class 6,2957,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.7746038, 34.774723)       "
Kisumu         ,Class 6,1427,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.1694587, 34.8352035)      "
Kitui          ,Class 6,1415,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.4910385, 38.406921)       "
Kwale          ,Class 6,753,Boys,Private School,12/31/2014 12:00:00 AM,"(-4.1831495, 39.1904119)      "
Laikipia       ,Class 6,1062,Boys,Private School,12/31/2014 12:00:00 AM,"(0.3236041, 36.7717279)       "
Lamu           ,Class 6,144,Boys,Private School,12/31/2014 12:00:00 AM,"(-2.0786825, 40.8828607)      "
Machakos       ,Class 6,1749,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.2795123, 37.412676)       "
Makueni        ,Class 6,1016,Boys,Private School,12/31/2014 12:00:00 AM,"(-2.1576841, 37.7882456)      "
Mandera        ,Class 6,641,Boys,Private School,12/31/2014 12:00:00 AM,"(3.4364695, 40.7388102)       "
Marsabit       ,Class 6,577,Boys,Private School,12/31/2014 12:00:00 AM,"(2.9786588, 37.5695361)       "
Meru           ,Class 6,3045,Boys,Private School,12/31/2014 12:00:00 AM,"(0.1667792, 37.7640371)       "
Migori         ,Class 6,2320,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.9895368, 34.3633453)      "
Mombasa        ,Class 6,4282,Boys,Private School,12/31/2014 12:00:00 AM,"(-4.0212562, 39.6508827)      "
Muranga        ,Class 6,1856,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.8095905, 37.0327225)      "
Nairobi        ,Class 6,15663,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.2934135, 36.8681893)      "
Nakuru         ,Class 6,4620,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.4636754, 36.0784791)      "
Nandi          ,Class 6,1470,Boys,Private School,12/31/2014 12:00:00 AM,"(0.1866889, 35.1104877)       "
Narok          ,Class 6,1300,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.2547903, 35.5763292)      "
Nyamira        ,Class 6,1358,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.6427324, 34.9646596)      "
Nyandarua      ,Class 6,1534,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.3220778, 36.4828692)      "
Nyeri          ,Class 6,2409,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.3429236, 36.9564781)      "
Samburu        ,Class 6,136,Boys,Private School,12/31/2014 12:00:00 AM,"(1.3168546, 37.1183941)       "
Siaya          ,Class 6,483,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.0621299, 34.2476417)      "
Taita Taveta   ,Class 6,374,Boys,Private School,12/31/2014 12:00:00 AM,"(-3.434734, 38.418602)        "
Tana River     ,Class 6,177,Boys,Private School,12/31/2014 12:00:00 AM,"(-1.5263666, 39.4178692)      "
Tharaka-Nithi  ,Class 6,476,Boys,Private School,12/31/2014 12:00:00 AM,"(-0.2070612, 37.8702973)      "
Trans Nzoia    ,Class 6,1850,Boys,Private School,12/31/2014 12:00:00 AM,"(1.0509548, 34.95742)         "
Turkana        ,Class 6,3123,Boys,Private School,12/31/2014 12:00:00 AM,"(3.4248492, 35.4357585)       "
Uasin Gishu    ,Class 6,1775,Boys,Private School,12/31/2014 12:00:00 AM,"(0.5260859, 35.3220117)       "
Vihiga         ,Class 6,548,Boys,Private School,12/31/2014 12:00:00 AM,"(0.0762658, 34.722323)        "
Wajir          ,Class 6,396,Boys,Private School,12/31/2014 12:00:00 AM,"(1.8081376, 40.0349856)       "
Baringo        ,Class 6,907,Girls,Private School,12/31/2014 12:00:00 AM,"(0.669252, 35.9464654)        "
West Pokot     ,Class 6,8541,Boys,Public School,12/31/2014 12:00:00 AM,"(1.7401061713, 35.2438468092) "
Wajir          ,Class 6,3323,Boys,Public School,12/31/2014 12:00:00 AM,"(1.8081376238, 40.0349856396) "
Vihiga         ,Class 6,9980,Boys,Public School,12/31/2014 12:00:00 AM,"(0.0762657959, 34.7223230361) "
Uasin Gishu    ,Class 6,11049,Boys,Public School,12/31/2014 12:00:00 AM,"(0.5260858915, 35.3220116672) "
Turkana        ,Class 6,8046,Boys,Public School,12/31/2014 12:00:00 AM,"(3.4248491959, 35.4357584553) "
Trans Nzoia    ,Class 6,13190,Boys,Public School,12/31/2014 12:00:00 AM,"(1.0509548086, 34.9574199775) "
Tharaka-Nithi  ,Class 6,5833,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.2070612179, 37.8702972709)"
Tana River     ,Class 6,2584,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.5263666043, 39.4178692029)"
Taita Taveta   ,Class 6,3961,Boys,Public School,12/31/2014 12:00:00 AM,"(-3.4347339937, 38.4186020033)"
Siaya          ,Class 6,15498,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.0621298886, 34.2476417045)"
Samburu        ,Class 6,2589,Boys,Public School,12/31/2014 12:00:00 AM,"(1.3168546261, 37.118394067)  "
Nyeri          ,Class 6,7897,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.3429235894, 36.9564781346)"
Nyandarua      ,Class 6,8682,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.3220778225, 36.482869161) "
Nyamira        ,Class 6,8348,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.6427324001, 34.9646595611)"
Narok          ,Class 6,14196,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2547903321, 35.5763292139)"
Nandi          ,Class 6,13054,Boys,Public School,12/31/2014 12:00:00 AM,"(0.1866888869, 35.1104876664) "
Nakuru         ,Class 6,22742,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.4636754317, 36.0784790942)"
Nairobi        ,Class 6,12620,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2934134703, 36.8681892682)"
Muranga        ,Class 6,12428,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.8095905365, 37.0327225233)"
Mombasa        ,Class 6,4464,Boys,Public School,12/31/2014 12:00:00 AM,"(-4.0212562197, 39.6508827026)"
Migori         ,Class 6,17249,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.9895368437, 34.3633453076)"
Meru           ,Class 6,15914,Boys,Public School,12/31/2014 12:00:00 AM,"(0.1667792413, 37.7640370542) "
Marsabit       ,Class 6,2930,Boys,Public School,12/31/2014 12:00:00 AM,"(2.9786587865, 37.5695361088) "
Mandera        ,Class 6,5202,Boys,Public School,12/31/2014 12:00:00 AM,"(3.436469488, 40.7388101667)  "
Makueni        ,Class 6,17405,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.1576841001, 37.7882455725)"
Machakos       ,Class 6,16951,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2795123066, 37.4126760329)"
Lamu           ,Class 6,1462,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.0786825436, 40.882860682) "
Laikipia       ,Class 6,5260,Boys,Public School,12/31/2014 12:00:00 AM,"(0.3236041225, 36.7717278588) "
Kwale          ,Class 6,9803,Boys,Public School,12/31/2014 12:00:00 AM,"(-4.1831495272, 39.1904119005)"
Kitui          ,Class 6,19585,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.4910385308, 38.4069210158)"
Kisumu         ,Class 6,14922,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.1694586948, 34.835203466) "
Kisii          ,Class 6,17261,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.7746037572, 34.7747229835)"
Kirinyaga      ,Class 6,5820,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.5247462962, 37.3198681093)"
Kilifi         ,Class 6,17075,Boys,Public School,12/31/2014 12:00:00 AM,"(-3.1757320132, 39.6866875507)"
Kiambu         ,Class 6,15512,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.068706066, 36.8235642579) "
Kericho        ,Class 6,11975,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.295732906, 35.3140700086) "
Kakamega       ,Class 6,31911,Boys,Public School,12/31/2014 12:00:00 AM,"(0.403683464, 34.744511153)   "
Kajiado        ,Class 6,7347,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.1213835779, 36.908842193) "
Isiolo         ,Class 6,1586,Boys,Public School,12/31/2014 12:00:00 AM,"(1.0104430775, 38.5421531206) "
Homa Bay       ,Class 6,19040,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.5428093942, 34.3589968687)"
Garissa        ,Class 6,3296,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.4889103448, 40.1992785378)"
Embu           ,Class 6,6843,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.6039743776, 37.6265013265)"
Elgeyo Marakwet,Class 6,7211,Boys,Public School,12/31/2014 12:00:00 AM,"(0.8022188109, 35.5365631474) "
Busia          ,Class 6,14907,Boys,Public School,12/31/2014 12:00:00 AM,"(0.3874436775, 34.1936314884) "
Bungoma        ,Class 6,31755,Boys,Public School,12/31/2014 12:00:00 AM,"(0.7492852396, 34.6404608756) "
Bomet          ,Class 6,12359,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.7262945834, 35.2985975867)"
Baringo        ,Class 6,8493,Boys,Public School,12/31/2014 12:00:00 AM,"(0.6692519803, 35.9464653527) "
West Pokot     ,Class 6,227,Boys,Private School,12/31/2014 12:00:00 AM,"(1.7401062, 35.2438468)       "
Bomet          ,Class 6,1971,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7262946, 35.2985976)      "
West Pokot     ,Class 6,226,Girls,Private School,12/31/2014 12:00:00 AM,"(1.7401062, 35.2438468)       "
Wajir          ,Class 6,374,Girls,Private School,12/31/2014 12:00:00 AM,"(1.8081376, 40.0349856)       "
Vihiga         ,Class 6,543,Girls,Private School,12/31/2014 12:00:00 AM,"(0.0762658, 34.722323)        "
Uasin Gishu    ,Class 6,1737,Girls,Private School,12/31/2014 12:00:00 AM,"(0.5260859, 35.3220117)       "
Turkana        ,Class 6,1568,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4248492, 35.4357585)       "
Trans Nzoia    ,Class 6,1880,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0509548, 34.95742)         "
Tharaka-Nithi  ,Class 6,496,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2070612, 37.8702973)      "
Tana River     ,Class 6,160,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.5263666, 39.4178692)      "
Taita Taveta   ,Class 6,334,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.434734, 38.418602)        "
Siaya          ,Class 6,442,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.0621299, 34.2476417)      "
Samburu        ,Class 6,139,Girls,Private School,12/31/2014 12:00:00 AM,"(1.3168546, 37.1183941)       "
Nyeri          ,Class 6,2271,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3429236, 36.9564781)      "
Nyandarua      ,Class 6,1580,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.3220778, 36.4828692)      "
Nyamira        ,Class 6,1467,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6427324, 34.9646596)      "
Narok          ,Class 6,1248,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2547903, 35.5763292)      "
Nandi          ,Class 6,1487,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1866889, 35.1104877)       "
Nakuru         ,Class 6,4458,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4636754, 36.0784791)      "
Nairobi        ,Class 6,16210,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2934135, 36.8681893)      "
Muranga        ,Class 6,1692,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.8095905, 37.0327225)      "
Mombasa        ,Class 6,4290,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.0212562, 39.6508827)      "
Migori         ,Class 6,2142,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.9895368, 34.3633453)      "
Meru           ,Class 6,3080,Girls,Private School,12/31/2014 12:00:00 AM,"(0.1667792, 37.7640371)       "
Marsabit       ,Class 6,514,Girls,Private School,12/31/2014 12:00:00 AM,"(2.9786588, 37.5695361)       "
Mandera        ,Class 6,452,Girls,Private School,12/31/2014 12:00:00 AM,"(3.4364695, 40.7388102)       "
Makueni        ,Class 6,1054,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1576841, 37.7882456)      "
Machakos       ,Class 6,1683,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.2795123, 37.412676)       "
Lamu           ,Class 6,136,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.0786825, 40.8828607)      "
Laikipia       ,Class 6,1004,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3236041, 36.7717279)       "
Kwale          ,Class 6,795,Girls,Private School,12/31/2014 12:00:00 AM,"(-4.1831495, 39.1904119)      "
Kitui          ,Class 6,1361,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.4910385, 38.406921)       "
Kisumu         ,Class 6,1400,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.1694587, 34.8352035)      "
Kisii          ,Class 6,2737,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7746038, 34.774723)       "
Kirinyaga      ,Class 6,2006,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5247463, 37.3198681)      "
Kilifi         ,Class 6,2401,Girls,Private School,12/31/2014 12:00:00 AM,"(-3.175732, 39.6866876)       "
Kiambu         ,Class 6,5742,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
Kericho        ,Class 6,2538,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kakamega       ,Class 6,2207,Girls,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kajiado        ,Class 6,2438,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
Isiolo         ,Class 6,470,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Homa Bay       ,Class 6,2180,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Garissa        ,Class 6,2087,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4889103, 40.1992785)      "
Embu           ,Class 6,959,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6039744, 37.6265013)      "
Elgeyo Marakwet,Class 6,730,Girls,Private School,12/31/2014 12:00:00 AM,"(0.8022188, 35.5365631)       "
Busia          ,Class 6,894,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3874437, 34.1936315)       "
Bungoma        ,Class 6,2363,Girls,Private School,12/31/2014 12:00:00 AM,"(0.7492852, 34.6404609)       "
Wajir          ,Class 6,1982,Girls,Public School,12/31/2014 12:00:00 AM,"(1.8081376238, 40.0349856396) "
Vihiga         ,Class 6,10825,Girls,Public School,12/31/2014 12:00:00 AM,"(0.0762657959, 34.7223230361) "
Uasin Gishu    ,Class 6,11474,Girls,Public School,12/31/2014 12:00:00 AM,"(0.5260858915, 35.3220116672) "
Turkana        ,Class 6,5587,Girls,Public School,12/31/2014 12:00:00 AM,"(3.4248491959, 35.4357584553) "
Trans Nzoia    ,Class 6,13737,Girls,Public School,12/31/2014 12:00:00 AM,"(1.0509548086, 34.9574199775) "
Tharaka-Nithi  ,Class 6,6098,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.2070612179, 37.8702972709)"
Tana River     ,Class 6,2512,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.5263666043, 39.4178692029)"
Taita Taveta   ,Class 6,3980,Girls,Public School,12/31/2014 12:00:00 AM,"(-3.4347339937, 38.4186020033)"
Siaya          ,Class 6,15964,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.0621298886, 34.2476417045)"
Samburu        ,Class 6,2050,Girls,Public School,12/31/2014 12:00:00 AM,"(1.3168546261, 37.118394067)  "
Nyeri          ,Class 6,7387,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.3429235894, 36.9564781346)"
Nyandarua      ,Class 6,8671,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.3220778225, 36.482869161) "
Nyamira        ,Class 6,8587,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.6427324001, 34.9646595611)"
Narok          ,Class 6,13562,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2547903321, 35.5763292139)"
Nandi          ,Class 6,13421,Girls,Public School,12/31/2014 12:00:00 AM,"(0.1866888869, 35.1104876664) "
Nakuru         ,Class 6,23132,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.4636754317, 36.0784790942)"
Nairobi        ,Class 6,13459,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2934134703, 36.8681892682)"
Muranga        ,Class 6,12036,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.8095905365, 37.0327225233)"
Mombasa        ,Class 6,4687,Girls,Public School,12/31/2014 12:00:00 AM,"(-4.0212562197, 39.6508827026)"
Migori         ,Class 6,17040,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.9895368437, 34.3633453076)"
Meru           ,Class 6,17394,Girls,Public School,12/31/2014 12:00:00 AM,"(0.1667792413, 37.7640370542) "
Marsabit       ,Class 6,2577,Girls,Public School,12/31/2014 12:00:00 AM,"(2.9786587865, 37.5695361088) "
Mandera        ,Class 6,2789,Girls,Public School,12/31/2014 12:00:00 AM,"(3.436469488, 40.7388101667)  "
Makueni        ,Class 6,17342,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.1576841001, 37.7882455725)"
Machakos       ,Class 6,17076,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.2795123066, 37.4126760329)"
Lamu           ,Class 6,1479,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.0786825436, 40.882860682) "
Laikipia       ,Class 6,5061,Girls,Public School,12/31/2014 12:00:00 AM,"(0.3236041225, 36.7717278588) "
Kwale          ,Class 6,9959,Girls,Public School,12/31/2014 12:00:00 AM,"(-4.1831495272, 39.1904119005)"
Kitui          ,Class 6,20231,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.4910385308, 38.4069210158)"
Kisumu         ,Class 6,15308,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.1694586948, 34.835203466) "
Kisii          ,Class 6,17552,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.7746037572, 34.7747229835)"
Kirinyaga      ,Class 6,6095,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.5247462962, 37.3198681093)"
Kilifi         ,Class 6,17365,Girls,Public School,12/31/2014 12:00:00 AM,"(-3.1757320132, 39.6866875507)"
Kiambu         ,Class 6,15307,Girls,Public School,12/31/2014 12:00:00 AM,"(-1.068706066, 36.8235642579) "
Kericho        ,Class 6,11907,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.295732906, 35.3140700086) "
Kakamega       ,Class 6,34572,Girls,Public School,12/31/2014 12:00:00 AM,"(0.403683464, 34.744511153)   "
Kajiado        ,Class 6,7470,Girls,Public School,12/31/2014 12:00:00 AM,"(-2.1213835779, 36.908842193) "
Isiolo         ,Class 6,1568,Girls,Public School,12/31/2014 12:00:00 AM,"(1.0104430775, 38.5421531206) "
Homa Bay       ,Class 6,18301,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.5428093942, 34.3589968687)"
Garissa        ,Class 6,1943,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.4889103448, 40.1992785378)"
Embu           ,Class 6,7559,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.6039743776, 37.6265013265)"
Elgeyo Marakwet,Class 6,7498,Girls,Public School,12/31/2014 12:00:00 AM,"(0.8022188109, 35.5365631474) "
Busia          ,Class 6,15587,Girls,Public School,12/31/2014 12:00:00 AM,"(0.3874436775, 34.1936314884) "
Bungoma        ,Class 6,32183,Girls,Public School,12/31/2014 12:00:00 AM,"(0.7492852396, 34.6404608756) "
Bomet          ,Class 6,12686,Girls,Public School,12/31/2014 12:00:00 AM,"(-0.7262945834, 35.2985975867)"
Baringo        ,Class 6,8517,Girls,Public School,12/31/2014 12:00:00 AM,"(0.6692519803, 35.9464653527) "
Baringo        ,Class 6,1058,Boys,Private School,12/31/2014 12:00:00 AM,"(0.669252, 35.9464654)        "
Bomet          ,Class 7,2099,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.7262946, 35.2985976)      "
West Pokot     ,Class 7,8460,Boys,Public School,12/31/2014 12:00:00 AM,"(1.7401061713, 35.2438468092) "
Wajir          ,Class 7,2899,Boys,Public School,12/31/2014 12:00:00 AM,"(1.8081376238, 40.0349856396) "
Vihiga         ,Class 7,8682,Boys,Public School,12/31/2014 12:00:00 AM,"(0.0762657959, 34.7223230361) "
Uasin Gishu    ,Class 7,11162,Boys,Public School,12/31/2014 12:00:00 AM,"(0.5260858915, 35.3220116672) "
Turkana        ,Class 7,7456,Boys,Public School,12/31/2014 12:00:00 AM,"(3.4248491959, 35.4357584553) "
Trans Nzoia    ,Class 7,12952,Boys,Public School,12/31/2014 12:00:00 AM,"(1.0509548086, 34.9574199775) "
Tharaka-Nithi  ,Class 7,5455,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.2070612179, 37.8702972709)"
Tana River     ,Class 7,2763,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.5263666043, 39.4178692029)"
Taita Taveta   ,Class 7,4324,Boys,Public School,12/31/2014 12:00:00 AM,"(-3.4347339937, 38.4186020033)"
Siaya          ,Class 7,14613,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.0621298886, 34.2476417045)"
Samburu        ,Class 7,2486,Boys,Public School,12/31/2014 12:00:00 AM,"(1.3168546261, 37.118394067)  "
Nyeri          ,Class 7,7857,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.3429235894, 36.9564781346)"
Nyandarua      ,Class 7,8905,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.3220778225, 36.482869161) "
Nyamira        ,Class 7,8147,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.6427324001, 34.9646595611)"
Narok          ,Class 7,13389,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2547903321, 35.5763292139)"
Nandi          ,Class 7,12519,Boys,Public School,12/31/2014 12:00:00 AM,"(0.1866888869, 35.1104876664) "
Nakuru         ,Class 7,22763,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.4636754317, 36.0784790942)"
Nairobi        ,Class 7,12250,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2934134703, 36.8681892682)"
Muranga        ,Class 7,12344,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.8095905365, 37.0327225233)"
Mombasa        ,Class 7,4983,Boys,Public School,12/31/2014 12:00:00 AM,"(-4.0212562197, 39.6508827026)"
Migori         ,Class 7,16930,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.9895368437, 34.3633453076)"
Meru           ,Class 7,15124,Boys,Public School,12/31/2014 12:00:00 AM,"(0.1667792413, 37.7640370542) "
Marsabit       ,Class 7,2755,Boys,Public School,12/31/2014 12:00:00 AM,"(2.9786587865, 37.5695361088) "
Mandera        ,Class 7,4518,Boys,Public School,12/31/2014 12:00:00 AM,"(3.436469488, 40.7388101667)  "
Makueni        ,Class 7,17412,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.1576841001, 37.7882455725)"
Machakos       ,Class 7,17152,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.2795123066, 37.4126760329)"
Lamu           ,Class 7,1449,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.0786825436, 40.882860682) "
Laikipia       ,Class 7,5282,Boys,Public School,12/31/2014 12:00:00 AM,"(0.3236041225, 36.7717278588) "
Kwale          ,Class 7,9795,Boys,Public School,12/31/2014 12:00:00 AM,"(-4.1831495272, 39.1904119005)"
Kitui          ,Class 7,18960,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.4910385308, 38.4069210158)"
Kisumu         ,Class 7,15138,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.1694586948, 34.835203466) "
Kisii          ,Class 7,16967,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.7746037572, 34.7747229835)"
Kirinyaga      ,Class 7,5672,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.5247462962, 37.3198681093)"
Kilifi         ,Class 7,17031,Boys,Public School,12/31/2014 12:00:00 AM,"(-3.1757320132, 39.6866875507)"
Kiambu         ,Class 7,15687,Boys,Public School,12/31/2014 12:00:00 AM,"(-1.068706066, 36.8235642579) "
Kericho        ,Class 7,12538,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.295732906, 35.3140700086) "
Kakamega       ,Class 7,28804,Boys,Public School,12/31/2014 12:00:00 AM,"(0.403683464, 34.744511153)   "
Kajiado        ,Class 7,6876,Boys,Public School,12/31/2014 12:00:00 AM,"(-2.1213835779, 36.908842193) "
Isiolo         ,Class 7,1662,Boys,Public School,12/31/2014 12:00:00 AM,"(1.0104430775, 38.5421531206) "
Homa Bay       ,Class 7,17437,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.5428093942, 34.3589968687)"
Garissa        ,Class 7,3184,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.4889103448, 40.1992785378)"
Embu           ,Class 7,6729,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.6039743776, 37.6265013265)"
Elgeyo Marakwet,Class 7,7288,Boys,Public School,12/31/2014 12:00:00 AM,"(0.8022188109, 35.5365631474) "
Busia          ,Class 7,13581,Boys,Public School,12/31/2014 12:00:00 AM,"(0.3874436775, 34.1936314884) "
Bungoma        ,Class 7,31314,Boys,Public School,12/31/2014 12:00:00 AM,"(0.7492852396, 34.6404608756) "
Bomet          ,Class 7,13815,Boys,Public School,12/31/2014 12:00:00 AM,"(-0.7262945834, 35.2985975867)"
Baringo        ,Class 7,841,Girls,Private School,12/31/2014 12:00:00 AM,"(0.669252, 35.9464654)        "
Bungoma        ,Class 7,2187,Girls,Private School,12/31/2014 12:00:00 AM,"(0.7492852, 34.6404609)       "
Busia          ,Class 7,596,Girls,Private School,12/31/2014 12:00:00 AM,"(0.3874437, 34.1936315)       "
Elgeyo Marakwet,Class 7,665,Girls,Private School,12/31/2014 12:00:00 AM,"(0.8022188, 35.5365631)       "
Embu           ,Class 7,1382,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.6039744, 37.6265013)      "
Garissa        ,Class 7,1525,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.4889103, 40.1992785)      "
Homa Bay       ,Class 7,1939,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.5428094, 34.3589969)      "
Isiolo         ,Class 7,379,Girls,Private School,12/31/2014 12:00:00 AM,"(1.0104431, 38.5421531)       "
Kajiado        ,Class 7,2075,Girls,Private School,12/31/2014 12:00:00 AM,"(-2.1213836, 36.9088422)      "
Kakamega       ,Class 7,2058,Girls,Private School,12/31/2014 12:00:00 AM,"(0.4036835, 34.7445112)       "
Kericho        ,Class 7,2549,Girls,Private School,12/31/2014 12:00:00 AM,"(-0.2957329, 35.31407)        "
Kiambu         ,Class 7,5326,Girls,Private School,12/31/2014 12:00:00 AM,"(-1.0687061, 36.8235643)      "
